diseaseWikidata	label	wikidata	label_processed
Q132971	neuropsychologie	Q3872	neuropsychologie
Q225957	neuropsychologie	Q3872	neuropsychologie
Q1110590	génétique	Q7162	genetique
Q332768	psychiatrie	Q7867	psychiatrie
Q360035	psychiatrie	Q7867	psychiatrie
Q360341	psychiatrie	Q7867	psychiatrie
Q377493	psychiatrie	Q7867	psychiatrie
Q510236	psychiatrie	Q7867	psychiatrie
Q629515	psychiatrie	Q7867	psychiatrie
Q640836	psychiatrie	Q7867	psychiatrie
Q144119	psychiatrie	Q7867	psychiatrie
Q152100	psychiatrie	Q7867	psychiatrie
Q160796	psychiatrie	Q7867	psychiatrie
Q188611	psychiatrie	Q7867	psychiatrie
Q209522	psychiatrie	Q7867	psychiatrie
Q209647	psychiatrie	Q7867	psychiatrie
Q268594	psychiatrie	Q7867	psychiatrie
Q1069110	psychologie	Q9418	psychologie
Q1188698	psychologie	Q9418	psychologie
Q318005	psychologie	Q9418	psychologie
Q318005	psychiatrie	Q7867	psychiatrie
Q1069110	psychiatrie	Q7867	psychiatrie
Q1106843	psychiatrie	Q7867	psychiatrie
Q1185316	psychiatrie	Q7867	psychiatrie
Q1188698	psychiatrie	Q7867	psychiatrie
Q296104	hématologie	Q103824	hematologie
Q525075	pathologie	Q7208	pathologie
Q277452	cardiologie	Q10379	cardiologie
Q268832	oncologie	Q162555	oncologie
Q300664	gastro-entérologie	Q120569	gastro-enterologie
Q695954	psychiatrie	Q7867	psychiatrie
Q696490	psychiatrie	Q7867	psychiatrie
Q786468	psychiatrie	Q7867	psychiatrie
Q815296	psychiatrie	Q7867	psychiatrie
Q856736	psychiatrie	Q7867	psychiatrie
Q929963	psychiatrie	Q7867	psychiatrie
Q144119	psychologie	Q9418	psychologie
Q152100	psychologie	Q9418	psychologie
Q160796	psychologie	Q9418	psychologie
Q188611	psychologie	Q9418	psychologie
Q209522	psychologie	Q9418	psychologie
Q377493	psychologie	Q9418	psychologie
Q510236	psychologie	Q9418	psychologie
Q280027	ophtalmologie	Q161437	ophtalmologie
Q317977	ophtalmologie	Q161437	ophtalmologie
Q281490	urologie	Q105650	urologie
Q1035226	cardiologie	Q10379	cardiologie
Q974792	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q310335	endocrinologie	Q162606	endocrinologie
Q954831	neurologie	Q83042	neurologie
Q980926	neurologie	Q83042	neurologie
Q1071685	neurologie	Q83042	neurologie
Q1071707	neurologie	Q83042	neurologie
Q1135124	neurologie	Q83042	neurologie
Q1153641	neurologie	Q83042	neurologie
Q689777	neurologie	Q83042	neurologie
Q690210	neurologie	Q83042	neurologie
Q797708	neurologie	Q83042	neurologie
Q816912	neurologie	Q83042	neurologie
Q827017	neurologie	Q83042	neurologie
Q856736	neurologie	Q83042	neurologie
Q923164	neurologie	Q83042	neurologie
Q954625	hématologie	Q103824	hematologie
Q974869	hématologie	Q103824	hematologie
Q794072	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q273510	dermatologie	Q171171	dermatologie
Q273510	infectiologie	Q788926	infectiologie
Q688949	cardiologie	Q10379	cardiologie
Q707837	cardiologie	Q10379	cardiologie
Q840004	cardiologie	Q10379	cardiologie
Q840646	cardiologie	Q10379	cardiologie
Q848662	cardiologie	Q10379	cardiologie
Q860167	cardiologie	Q10379	cardiologie
Q1432717	psychiatrie	Q7867	psychiatrie
Q1453767	psychiatrie	Q7867	psychiatrie
Q367756	cardiologie	Q10379	cardiologie
Q420915	cardiologie	Q10379	cardiologie
Q605576	cardiologie	Q10379	cardiologie
Q39222	chirurgie	Q40821	chirurgie
Q189331	cardiologie	Q10379	cardiologie
Q266018	cardiologie	Q10379	cardiologie
Q52856	cardiologie	Q10379	cardiologie
Q56002	cardiologie	Q10379	cardiologie
Q1297985	neurologie	Q83042	neurologie
Q1338684	neurologie	Q83042	neurologie
Q1345798	neurologie	Q83042	neurologie
Q1399155	neurologie	Q83042	neurologie
Q1399293	neurologie	Q83042	neurologie
Q1410676	neurologie	Q83042	neurologie
Q1457267	neurologie	Q83042	neurologie
Q1531991	neurologie	Q83042	neurologie
Q1339539	chirurgie	Q40821	chirurgie
Q1361515	cardiologie	Q10379	cardiologie
Q1431933	cardiologie	Q10379	cardiologie
Q1444550	cardiologie	Q10379	cardiologie
Q1506572	cardiologie	Q10379	cardiologie
Q734042	hématologie	Q103824	hematologie
Q890200	hématologie	Q103824	hematologie
Q18579	neurologie	Q83042	neurologie
Q18583	neurologie	Q83042	neurologie
Q117060	neurologie	Q83042	neurologie
Q127664	neurologie	Q83042	neurologie
Q141440	neurologie	Q83042	neurologie
Q143790	neurologie	Q83042	neurologie
Q160796	neurologie	Q83042	neurologie
Q166907	neurologie	Q83042	neurologie
Q174651	neurologie	Q83042	neurologie
Q192579	neurologie	Q83042	neurologie
Q199615	neurologie	Q83042	neurologie
Q225957	neurologie	Q83042	neurologie
Q233309	neurologie	Q83042	neurologie
Q268594	neurologie	Q83042	neurologie
Q917447	gastro-entérologie	Q120569	gastro-enterologie
Q837054	pédiatrie	Q123028	pediatrie
Q922640	pédiatrie	Q123028	pediatrie
Q397554	neurologie	Q83042	neurologie
Q432814	neurologie	Q83042	neurologie
Q493103	neurologie	Q83042	neurologie
Q494066	neurologie	Q83042	neurologie
Q495068	neurologie	Q83042	neurologie
Q511818	neurologie	Q83042	neurologie
Q551085	neurologie	Q83042	neurologie
Q652568	neurologie	Q83042	neurologie
Q656199	neurologie	Q83042	neurologie
Q1337441	hématologie	Q103824	hematologie
Q941770	gastro-entérologie	Q120569	gastro-enterologie
Q970208	gastro-entérologie	Q120569	gastro-enterologie
Q1130192	gastro-entérologie	Q120569	gastro-enterologie
Q1141055	gastro-entérologie	Q120569	gastro-enterologie
Q1147182	gastro-entérologie	Q120569	gastro-enterologie
Q1199732	gastro-entérologie	Q120569	gastro-enterologie
Q1209892	gastro-entérologie	Q120569	gastro-enterologie
Q1219219	gastro-entérologie	Q120569	gastro-enterologie
Q1224503	gastro-entérologie	Q120569	gastro-enterologie
Q1260186	gastro-entérologie	Q120569	gastro-enterologie
Q221668	urologie	Q105650	urologie
Q494066	immunologie	Q101929	immunologie
Q608085	immunologie	Q101929	immunologie
Q1529650	ophtalmologie	Q161437	ophtalmologie
Q974792	urologie	Q105650	urologie
Q1069694	urologie	Q105650	urologie
Q1088059	urologie	Q105650	urologie
Q331181	gastro-entérologie	Q120569	gastro-enterologie
Q340548	gastro-entérologie	Q120569	gastro-enterologie
Q341201	gastro-entérologie	Q120569	gastro-enterologie
Q424317	gastro-entérologie	Q120569	gastro-enterologie
Q558404	gastro-entérologie	Q120569	gastro-enterologie
Q609675	immunologie	Q101929	immunologie
Q505142	hématologie	Q103824	hematologie
Q655982	hématologie	Q103824	hematologie
Q143925	gastro-entérologie	Q120569	gastro-enterologie
Q163469	gastro-entérologie	Q120569	gastro-enterologie
Q183130	gastro-entérologie	Q120569	gastro-enterologie
Q221463	gastro-entérologie	Q120569	gastro-enterologie
Q905389	ophtalmologie	Q161437	ophtalmologie
Q917399	ophtalmologie	Q161437	ophtalmologie
Q922971	ophtalmologie	Q161437	ophtalmologie
Q859142	endocrinologie	Q162606	endocrinologie
Q877827	endocrinologie	Q162606	endocrinologie
Q625506	pédiatrie	Q123028	pediatrie
Q658873	dermatologie	Q171171	dermatologie
Q677803	dermatologie	Q171171	dermatologie
Q719727	dermatologie	Q171171	dermatologie
Q796150	dermatologie	Q171171	dermatologie
Q881811	dermatologie	Q171171	dermatologie
Q895414	dermatologie	Q171171	dermatologie
Q1572538	urologie	Q105650	urologie
Q432814	ophtalmologie	Q161437	ophtalmologie
Q611984	ophtalmologie	Q161437	ophtalmologie
Q142807	ophtalmologie	Q161437	ophtalmologie
Q177895	ophtalmologie	Q161437	ophtalmologie
Q207855	ophtalmologie	Q161437	ophtalmologie
Q954831	oncologie	Q162555	oncologie
Q1024546	oncologie	Q162555	oncologie
Q1076061	oncologie	Q162555	oncologie
Q1128996	oncologie	Q162555	oncologie
Q1223924	oncologie	Q162555	oncologie
Q1271826	oncologie	Q162555	oncologie
Q736599	urologie	Q105650	urologie
Q794072	urologie	Q105650	urologie
Q874586	urologie	Q105650	urologie
Q1313618	oncologie	Q162555	oncologie
Q1328805	oncologie	Q162555	oncologie
Q1346753	oncologie	Q162555	oncologie
Q1349259	oncologie	Q162555	oncologie
Q1473802	oncologie	Q162555	oncologie
Q1435219	gastro-entérologie	Q120569	gastro-enterologie
Q1492277	gastro-entérologie	Q120569	gastro-enterologie
Q1492283	gastro-entérologie	Q120569	gastro-enterologie
Q1510899	gastro-entérologie	Q120569	gastro-enterologie
Q936417	oncologie	Q162555	oncologie
Q134003	hématologie	Q103824	hematologie
Q268832	hématologie	Q103824	hematologie
Q127664	pédiatrie	Q123028	pediatrie
Q132971	pédiatrie	Q123028	pediatrie
Q356033	oncologie	Q162555	oncologie
Q499857	oncologie	Q162555	oncologie
Q589612	oncologie	Q162555	oncologie
Q467056	urologie	Q105650	urologie
Q935710	endocrinologie	Q162606	endocrinologie
Q936382	endocrinologie	Q162606	endocrinologie
Q954831	endocrinologie	Q162606	endocrinologie
Q1079120	endocrinologie	Q162606	endocrinologie
Q1129105	endocrinologie	Q162606	endocrinologie
Q181876	oncologie	Q162555	oncologie
Q193211	oncologie	Q162555	oncologie
Q196788	oncologie	Q162555	oncologie
Q233309	oncologie	Q162555	oncologie
Q939261	dermatologie	Q171171	dermatologie
Q942755	dermatologie	Q171171	dermatologie
Q961331	dermatologie	Q171171	dermatologie
Q979049	dermatologie	Q171171	dermatologie
Q1129338	dermatologie	Q171171	dermatologie
Q1199732	dermatologie	Q171171	dermatologie
Q1242891	dermatologie	Q171171	dermatologie
Q1467339	endocrinologie	Q162606	endocrinologie
Q1553018	endocrinologie	Q162606	endocrinologie
Q696490	psychologie clinique	Q199906	psychologie clinique
Q852094	psychologie clinique	Q199906	psychologie clinique
Q929963	psychologie clinique	Q199906	psychologie clinique
Q824292	néphrologie	Q177635	nephrologie
Q770843	oncologie	Q162555	oncologie
Q870891	oncologie	Q162555	oncologie
Q885574	oncologie	Q162555	oncologie
Q1363738	dermatologie	Q171171	dermatologie
Q1363741	dermatologie	Q171171	dermatologie
Q1394580	dermatologie	Q171171	dermatologie
Q1519657	dermatologie	Q171171	dermatologie
Q1573613	dermatologie	Q171171	dermatologie
Q697117	neurochirurgie	Q188449	neurochirurgie
Q744305	rhumatologie	Q327657	rhumatologie
Q826918	rhumatologie	Q327657	rhumatologie
Q1129105	néphrologie	Q177635	nephrologie
Q1572538	néphrologie	Q177635	nephrologie
Q866622	rhumatologie	Q327657	rhumatologie
Q923339	rhumatologie	Q327657	rhumatologie
Q754031	pneumologie	Q203337	pneumologie
Q762583	pneumologie	Q203337	pneumologie
Q16485	endocrinologie	Q162606	endocrinologie
Q18579	endocrinologie	Q162606	endocrinologie
Q52856	endocrinologie	Q162606	endocrinologie
Q53829	endocrinologie	Q162606	endocrinologie
Q81867	endocrinologie	Q162606	endocrinologie
Q194041	endocrinologie	Q162606	endocrinologie
Q218712	endocrinologie	Q162606	endocrinologie
Q219102	endocrinologie	Q162606	endocrinologie
Q219223	endocrinologie	Q162606	endocrinologie
Q224513	endocrinologie	Q162606	endocrinologie
Q339547	endocrinologie	Q162606	endocrinologie
Q369262	endocrinologie	Q162606	endocrinologie
Q423927	endocrinologie	Q162606	endocrinologie
Q471778	endocrinologie	Q162606	endocrinologie
Q473262	endocrinologie	Q162606	endocrinologie
Q498826	endocrinologie	Q162606	endocrinologie
Q501829	endocrinologie	Q162606	endocrinologie
Q511818	endocrinologie	Q162606	endocrinologie
Q622437	endocrinologie	Q162606	endocrinologie
Q1264268	pneumologie	Q203337	pneumologie
Q954831	neurochirurgie	Q188449	neurochirurgie
Q733616	infectiologie	Q788926	infectiologie
Q738101	infectiologie	Q788926	infectiologie
Q754447	infectiologie	Q788926	infectiologie
Q835718	infectiologie	Q788926	infectiologie
Q837054	infectiologie	Q788926	infectiologie
Q868137	infectiologie	Q788926	infectiologie
Q890167	infectiologie	Q788926	infectiologie
Q917620	infectiologie	Q788926	infectiologie
Q920766	infectiologie	Q788926	infectiologie
Q922971	infectiologie	Q788926	infectiologie
Q1297985	neurochirurgie	Q188449	neurochirurgie
Q1368943	neurochirurgie	Q188449	neurochirurgie
Q938793	rhumatologie	Q327657	rhumatologie
Q980926	rhumatologie	Q327657	rhumatologie
Q1056457	rhumatologie	Q327657	rhumatologie
Q1095925	rhumatologie	Q327657	rhumatologie
Q1103561	rhumatologie	Q327657	rhumatologie
Q1110590	rhumatologie	Q327657	rhumatologie
Q1453767	psychothérapie	Q183257	psychotherapie
Q415833	dermatologie	Q171171	dermatologie
Q593277	dermatologie	Q171171	dermatologie
Q608085	dermatologie	Q171171	dermatologie
Q866622	chirurgie maxillo-faciale	Q504033	chirurgie maxillo-faciale
Q736599	médecine de la reproduction	Q351870	medecine de la reproduction
Q386408	médecine vétérinaire	Q170201	medecine veterinaire
Q1422574	otorhinolaryngologie	Q189553	otorhinolaryngologie
Q624590	neurochirurgie	Q188449	neurochirurgie
Q510236	psychothérapie	Q183257	psychotherapie
Q119280	néphrologie	Q177635	nephrologie
Q1077505	infectiologie	Q788926	infectiologie
Q1242891	infectiologie	Q788926	infectiologie
Q667681	génétique médicale	Q1071953	genetique medicale
Q688890	génétique médicale	Q1071953	genetique medicale
Q737712	génétique médicale	Q1071953	genetique medicale
Q744305	génétique médicale	Q1071953	genetique medicale
Q748376	génétique médicale	Q1071953	genetique medicale
Q795024	génétique médicale	Q1071953	genetique medicale
Q858426	génétique médicale	Q1071953	genetique medicale
Q892776	génétique médicale	Q1071953	genetique medicale
Q916398	génétique médicale	Q1071953	genetique medicale
Q923020	génétique médicale	Q1071953	genetique medicale
Q52856	dermatologie	Q171171	dermatologie
Q101971	dermatologie	Q171171	dermatologie
Q208726	dermatologie	Q171171	dermatologie
Q1324592	pneumologie	Q203337	pneumologie
Q1339539	pneumologie	Q203337	pneumologie
Q1472019	pneumologie	Q203337	pneumologie
Q1494009	pneumologie	Q203337	pneumologie
Q1330254	rhumatologie	Q327657	rhumatologie
Q1410851	rhumatologie	Q327657	rhumatologie
Q1412657	rhumatologie	Q327657	rhumatologie
Q1425208	rhumatologie	Q327657	rhumatologie
Q653383	chirurgie plastique	Q182442	chirurgie plastique
Q970208	hépatologie	Q668064	hepatologie
Q1060827	angiologie	Q539690	angiologie
Q1129121	chirurgie générale et digestive	Q932510	chirurgie generale et digestive
Q1344603	infectiologie	Q788926	infectiologie
Q137597	parasitologie	Q180502	parasitologie
Q625935	orthopédie	Q216685	orthopedie
Q955454	génétique médicale	Q1071953	genetique medicale
Q957751	génétique médicale	Q1071953	genetique medicale
Q1020201	génétique médicale	Q1071953	genetique medicale
Q1112752	génétique médicale	Q1071953	genetique medicale
Q1138267	génétique médicale	Q1071953	genetique medicale
Q1153641	génétique médicale	Q1071953	genetique medicale
Q1154764	génétique médicale	Q1071953	genetique medicale
Q1199621	génétique médicale	Q1071953	genetique medicale
Q1200233	génétique médicale	Q1071953	genetique medicale
Q1229478	génétique médicale	Q1071953	genetique medicale
Q1274018	génétique médicale	Q1071953	genetique medicale
Q356713	infectiologie	Q788926	infectiologie
Q386408	infectiologie	Q788926	infectiologie
Q475510	infectiologie	Q788926	infectiologie
Q720020	Oncology	Q2016300	oncology
Q736776	médecine physique et de réadaptation	Q2678675	medecine physique et de readaptation
Q137597	infectiologie	Q788926	infectiologie
Q138885	infectiologie	Q788926	infectiologie
Q183134	infectiologie	Q788926	infectiologie
Q207092	infectiologie	Q788926	infectiologie
Q208726	infectiologie	Q788926	infectiologie
Q223663	infectiologie	Q788926	infectiologie
Q243257	infectiologie	Q788926	infectiologie
Q39222	infectiologie	Q788926	infectiologie
Q460591	médecine du travail	Q628764	medecine du travail
Q611984	optométrie	Q618211	optometrie
Q233309	neurochirurgie	Q188449	neurochirurgie
Q209522	psychothérapie	Q183257	psychotherapie
Q105688	pneumologie	Q203337	pneumologie
Q199804	pneumologie	Q203337	pneumologie
Q478389	rhumatologie	Q327657	rhumatologie
Q615363	rhumatologie	Q327657	rhumatologie
Q143607	chirurgie maxillo-faciale	Q504033	chirurgie maxillo-faciale
Q196781	rhumatologie	Q327657	rhumatologie
Q1332448	génétique médicale	Q1071953	genetique medicale
Q1347416	génétique médicale	Q1071953	genetique medicale
Q1356194	génétique médicale	Q1071953	genetique medicale
Q1424491	génétique médicale	Q1071953	genetique medicale
Q1456924	génétique médicale	Q1071953	genetique medicale
Q1457267	génétique médicale	Q1071953	genetique medicale
Q1459798	génétique médicale	Q1071953	genetique medicale
Q1471642	génétique médicale	Q1071953	genetique medicale
Q1473749	génétique médicale	Q1071953	genetique medicale
Q1485893	génétique médicale	Q1071953	genetique medicale
Q1524166	génétique médicale	Q1071953	genetique medicale
Q1530812	génétique médicale	Q1071953	genetique medicale
Q1550742	génétique médicale	Q1071953	genetique medicale
Q1561647	génétique médicale	Q1071953	genetique medicale
Q322370	génétique médicale	Q1071953	genetique medicale
Q365589	génétique médicale	Q1071953	genetique medicale
Q432814	génétique médicale	Q1071953	genetique medicale
Q471778	génétique médicale	Q1071953	genetique medicale
Q525075	génétique médicale	Q1071953	genetique medicale
Q541852	génétique médicale	Q1071953	genetique medicale
Q558623	génétique médicale	Q1071953	genetique medicale
Q567694	génétique médicale	Q1071953	genetique medicale
Q572695	génétique médicale	Q1071953	genetique medicale
Q618246	génétique médicale	Q1071953	genetique medicale
Q635339	génétique médicale	Q1071953	genetique medicale
Q448747	pneumologie	Q203337	pneumologie
Q1016288	médecine d'urgence	Q2861470	medecine d'urgence
Q1036696	médecine d'urgence	Q2861470	medecine d'urgence
Q1061988	médecine d'urgence	Q2861470	medecine d'urgence
Q1191065	médecine d'urgence	Q2861470	medecine d'urgence
Q1194520	médecine d'urgence	Q2861470	medecine d'urgence
Q1275814	médecine d'urgence	Q2861470	medecine d'urgence
Q460591	médecine hyperbare	Q731615	medecine hyperbare
Q388626	hypnologie	Q744029	hypnologie
Q119280	génétique médicale	Q1071953	genetique medicale
Q121576	génétique médicale	Q1071953	genetique medicale
Q194101	génétique médicale	Q1071953	genetique medicale
Q202849	génétique médicale	Q1071953	genetique medicale
Q216866	génétique médicale	Q1071953	genetique medicale
Q246040	génétique médicale	Q1071953	genetique medicale
Q258858	génétique médicale	Q1071953	genetique medicale
Q267602	génétique médicale	Q1071953	genetique medicale
Q268292	génétique médicale	Q1071953	genetique medicale
Q693442	médecine d'urgence	Q2861470	medecine d'urgence
Q740731	médecine d'urgence	Q2861470	medecine d'urgence
Q917069	médecine d'urgence	Q2861470	medecine d'urgence
Q1268495	gynécologie	Q1221899	gynecologie
Q55083326	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q55092991	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q1367304	médecine de la plongée	Q1423517	medecine de la plongee
Q1473749	intersexuation	Q1097630	intersexuation
Q18553500	cardiologie	Q10379	cardiologie
Q55092798	cardiologie	Q10379	cardiologie
Q55092825	cardiologie	Q10379	cardiologie
Q55093271	cardiologie	Q10379	cardiologie
Q55093306	cardiologie	Q10379	cardiologie
Q41478	chirurgie générale et digestive	Q932510	chirurgie generale et digestive
Q54945172	cardiologie	Q10379	cardiologie
Q54945930	cardiologie	Q10379	cardiologie
Q54946755	cardiologie	Q10379	cardiologie
Q54971166	cardiologie	Q10379	cardiologie
Q54971821	cardiologie	Q10379	cardiologie
Q54974116	cardiologie	Q10379	cardiologie
Q54974218	cardiologie	Q10379	cardiologie
Q55043796	cardiologie	Q10379	cardiologie
Q465016	tabacologie	Q1898664	tabacologie
Q360341	neuropsychiatrie	Q2699874	neuropsychiatrie
Q189389	chirurgie vasculaire	Q1498222	chirurgie vasculaire
Q201180	chirurgie vasculaire	Q1498222	chirurgie vasculaire
Q54944059	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q54945591	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q54947504	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q54973841	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q55009419	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q55082286	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q1106843	addictologie  médicale	Q55190072	addictologie  medicale
Q1286499	médecine d'urgence	Q2861470	medecine d'urgence
Q1320276	médecine d'urgence	Q2861470	medecine d'urgence
Q1350326	médecine d'urgence	Q2861470	medecine d'urgence
Q1367304	médecine d'urgence	Q2861470	medecine d'urgence
Q1415275	médecine d'urgence	Q2861470	medecine d'urgence
Q816422	médecine générale	Q3505712	medecine generale
Q838145	stomatologie	Q3673891	stomatologie
Q387175	médecine d'urgence	Q2861470	medecine d'urgence
Q408089	médecine d'urgence	Q2861470	medecine d'urgence
Q460591	médecine d'urgence	Q2861470	medecine d'urgence
Q648982	médecine d'urgence	Q2861470	medecine d'urgence
Q653383	médecine d'urgence	Q2861470	medecine d'urgence
Q137597	médecine tropicale	Q1365243	medecine tropicale
Q229256	médecine générale	Q3505712	medecine generale
Q1419347	obstétrique	Q5284418	obstetrique
Q1371405	médecine générale	Q3505712	medecine generale
Q18553324	neurologie	Q83042	neurologie
Q18553471	neurologie	Q83042	neurologie
Q18553505	neurologie	Q83042	neurologie
Q18553713	neurologie	Q83042	neurologie
Q17028415	psychiatrie	Q7867	psychiatrie
Q33121	médecine d'urgence	Q2861470	medecine d'urgence
Q68854	médecine d'urgence	Q2861470	medecine d'urgence
Q127664	médecine d'urgence	Q2861470	medecine d'urgence
Q653200	médecine podiatrique	Q11865729	medecine podiatrique
Q390217	obstétrique	Q5284418	obstetrique
Q55093037	immunologie	Q101929	immunologie
Q16488	obstétrique	Q5284418	obstetrique
Q25787	obstétrique	Q5284418	obstetrique
Q28693	obstétrique	Q5284418	obstetrique
Q55785927	neurologie	Q83042	neurologie
Q55082490	neurologie	Q83042	neurologie
Q55083510	neurologie	Q83042	neurologie
Q55092798	neurologie	Q83042	neurologie
Q55092825	neurologie	Q83042	neurologie
Q55093271	neurologie	Q83042	neurologie
Q55093306	neurologie	Q83042	neurologie
Q473262	gynécologie	Q1221899	gynecologie
Q17165269	odontologie	Q12128	odontologie
Q18553364	gastro-entérologie	Q120569	gastro-enterologie
Q18553712	gastro-entérologie	Q120569	gastro-enterologie
Q55082384	hématologie	Q103824	hematologie
Q18054140	cardiologie	Q10379	cardiologie
Q18140710	cardiologie	Q10379	cardiologie
Q17125239	cardiologie	Q10379	cardiologie
Q17326470	cardiologie	Q10379	cardiologie
Q4682248	pathologie	Q7208	pathologie
Q5145914	pathologie	Q7208	pathologie
Q16944450	neurologie	Q83042	neurologie
Q16999912	neurologie	Q83042	neurologie
Q17048613	neurologie	Q83042	neurologie
Q17118587	neurologie	Q83042	neurologie
Q17119115	neurologie	Q83042	neurologie
Q17119372	neurologie	Q83042	neurologie
Q17125280	neurologie	Q83042	neurologie
Q17141939	neurologie	Q83042	neurologie
Q17156972	neurologie	Q83042	neurologie
Q17163513	neurologie	Q83042	neurologie
Q18140710	neurologie	Q83042	neurologie
Q18209712	neurologie	Q83042	neurologie
Q54944161	neurologie	Q83042	neurologie
Q54944911	neurologie	Q83042	neurologie
Q54945855	neurologie	Q83042	neurologie
Q54945930	neurologie	Q83042	neurologie
Q54945966	neurologie	Q83042	neurologie
Q54946033	neurologie	Q83042	neurologie
Q54947033	neurologie	Q83042	neurologie
Q54947378	neurologie	Q83042	neurologie
Q54971494	neurologie	Q83042	neurologie
Q54972151	neurologie	Q83042	neurologie
Q54972453	neurologie	Q83042	neurologie
Q54974104	neurologie	Q83042	neurologie
Q54974116	neurologie	Q83042	neurologie
Q54974218	neurologie	Q83042	neurologie
Q54974239	neurologie	Q83042	neurologie
Q55082183	neurologie	Q83042	neurologie
Q55082232	neurologie	Q83042	neurologie
Q55082332	neurologie	Q83042	neurologie
Q5376333	psychiatrie	Q7867	psychiatrie
Q18553243	infectiologie	Q788926	infectiologie
Q55083259	gastro-entérologie	Q120569	gastro-enterologie
Q55083550	gastro-entérologie	Q120569	gastro-enterologie
Q55093014	gastro-entérologie	Q120569	gastro-enterologie
Q55093134	gastro-entérologie	Q120569	gastro-enterologie
Q55093289	gastro-entérologie	Q120569	gastro-enterologie
Q55788085	gastro-entérologie	Q120569	gastro-enterologie
Q5493754	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q5596838	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q18553471	immunologie	Q101929	immunologie
Q4710773	cardiologie	Q10379	cardiologie
Q4797547	cardiologie	Q10379	cardiologie
Q4930176	cardiologie	Q10379	cardiologie
Q5142470	cardiologie	Q10379	cardiologie
Q5172192	cardiologie	Q10379	cardiologie
Q18553676	pneumologie	Q203337	pneumologie
Q18553364	oncologie	Q162555	oncologie
Q18553400	oncologie	Q162555	oncologie
Q18553246	génétique médicale	Q1071953	genetique medicale
Q18553441	génétique médicale	Q1071953	genetique medicale
Q5464172	neurologie	Q83042	neurologie
Q5530367	neurologie	Q83042	neurologie
Q5533166	neurologie	Q83042	neurologie
Q5811448	neurologie	Q83042	neurologie
Q5558486	hématologie	Q103824	hematologie
Q5629813	immunologie	Q101929	immunologie
Q55787784	urologie	Q105650	urologie
Q55092942	urologie	Q105650	urologie
Q17004056	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q18211751	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q54945172	immunologie	Q101929	immunologie
Q54945742	immunologie	Q101929	immunologie
Q54945783	immunologie	Q101929	immunologie
Q54973000	immunologie	Q101929	immunologie
Q4884045	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q5272095	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q5283757	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q17146775	immunologie	Q101929	immunologie
Q17152512	immunologie	Q101929	immunologie
Q17094243	hématologie	Q103824	hematologie
Q17146775	hématologie	Q103824	hematologie
Q18452351	hématologie	Q103824	hematologie
Q54945742	hématologie	Q103824	hematologie
Q54971935	hématologie	Q103824	hematologie
Q55082490	ophtalmologie	Q161437	ophtalmologie
Q55093051	ophtalmologie	Q161437	ophtalmologie
Q5493754	urologie	Q105650	urologie
Q5571239	urologie	Q105650	urologie
Q5832339	pédiatrie	Q123028	pediatrie
Q54946093	gastro-entérologie	Q120569	gastro-enterologie
Q54947288	gastro-entérologie	Q120569	gastro-enterologie
Q54971712	gastro-entérologie	Q120569	gastro-enterologie
Q54972345	gastro-entérologie	Q120569	gastro-enterologie
Q54974362	gastro-entérologie	Q120569	gastro-enterologie
Q5797309	ophtalmologie	Q161437	ophtalmologie
Q5811451	ophtalmologie	Q161437	ophtalmologie
Q55787784	oncologie	Q162555	oncologie
Q55789538	oncologie	Q162555	oncologie
Q55082349	oncologie	Q162555	oncologie
Q55092923	oncologie	Q162555	oncologie
Q55092942	oncologie	Q162555	oncologie
Q55092991	oncologie	Q162555	oncologie
Q55093078	oncologie	Q162555	oncologie
Q55093109	oncologie	Q162555	oncologie
Q55093233	oncologie	Q162555	oncologie
Q55082286	urologie	Q105650	urologie
Q16939023	urologie	Q105650	urologie
Q16999817	urologie	Q105650	urologie
Q17651228	urologie	Q105650	urologie
Q17521095	gastro-entérologie	Q120569	gastro-enterologie
Q18357155	gastro-entérologie	Q120569	gastro-enterologie
Q4677934	neurologie	Q83042	neurologie
Q4828020	neurologie	Q83042	neurologie
Q4979461	neurologie	Q83042	neurologie
Q5013186	neurologie	Q83042	neurologie
Q5037834	neurologie	Q83042	neurologie
Q5064113	neurologie	Q83042	neurologie
Q5090456	neurologie	Q83042	neurologie
Q5114004	neurologie	Q83042	neurologie
Q5149292	neurologie	Q83042	neurologie
Q5171111	neurologie	Q83042	neurologie
