diseaseWikidata	label	wikidata	label_processed
Q2089854	endocrinologie	Q162606	endocrinologie
Q2140501	endocrinologie	Q162606	endocrinologie
Q2246688	endocrinologie	Q162606	endocrinologie
Q2351083	endocrinologie	Q162606	endocrinologie
Q2507454	endocrinologie	Q162606	endocrinologie
Q2017756	endocrinologie	Q162606	endocrinologie
Q2067267	endocrinologie	Q162606	endocrinologie
Q15646785	rhumatologie	Q327657	rhumatologie
Q15666414	rhumatologie	Q327657	rhumatologie
Q11546777	rhumatologie	Q327657	rhumatologie
Q11790313	rhumatologie	Q327657	rhumatologie
Q11884185	rhumatologie	Q327657	rhumatologie
Q16543725	rhumatologie	Q327657	rhumatologie
Q13616307	rhumatologie	Q327657	rhumatologie
Q2088972	dermatologie	Q171171	dermatologie
Q2161683	dermatologie	Q171171	dermatologie
Q2276095	dermatologie	Q171171	dermatologie
Q2458539	dermatologie	Q171171	dermatologie
Q2466106	dermatologie	Q171171	dermatologie
Q2474600	dermatologie	Q171171	dermatologie
Q2521341	dermatologie	Q171171	dermatologie
Q2533616	dermatologie	Q171171	dermatologie
Q2003151	dermatologie	Q171171	dermatologie
Q11546777	chirurgie maxillo-faciale	Q504033	chirurgie maxillo-faciale
Q14515911	chirurgie maxillo-faciale	Q504033	chirurgie maxillo-faciale
Q16775468	angiologie	Q539690	angiologie
Q16006998	infectiologie	Q788926	infectiologie
Q11581119	infectiologie	Q788926	infectiologie
Q16333787	infectiologie	Q788926	infectiologie
Q11903425	infectiologie	Q788926	infectiologie
Q16935263	infectiologie	Q788926	infectiologie
Q13046587	infectiologie	Q788926	infectiologie
Q10863066	infectiologie	Q788926	infectiologie
Q15401586	infectiologie	Q788926	infectiologie
Q15460254	infectiologie	Q788926	infectiologie
Q15640367	infectiologie	Q788926	infectiologie
Q2425407	néphrologie	Q177635	nephrologie
Q2039267	pneumologie	Q203337	pneumologie
Q2319892	pneumologie	Q203337	pneumologie
Q2438516	pneumologie	Q203337	pneumologie
Q16539538	génétique médicale	Q1071953	genetique medicale
Q16550087	génétique médicale	Q1071953	genetique medicale
Q16892594	génétique médicale	Q1071953	genetique medicale
Q15057288	génétique médicale	Q1071953	genetique medicale
Q10748814	génétique médicale	Q1071953	genetique medicale
Q15218681	médecine d'urgence	Q2861470	medecine d'urgence
Q1985123	rhumatologie	Q327657	rhumatologie
Q1985225	rhumatologie	Q327657	rhumatologie
Q2050936	rhumatologie	Q327657	rhumatologie
Q2141048	rhumatologie	Q327657	rhumatologie
Q2213687	rhumatologie	Q327657	rhumatologie
Q2325206	rhumatologie	Q327657	rhumatologie
Q2431472	rhumatologie	Q327657	rhumatologie
Q15043325	narcologie	Q4313186	narcologie
Q16934007	obstétrique	Q5284418	obstetrique
Q15043325	addictologie  médicale	Q55190072	addictologie  medicale
Q40649915	pathologie	Q7208	pathologie
Q2487710	chirurgie maxillo-faciale	Q504033	chirurgie maxillo-faciale
Q1985225	chirurgie maxillo-faciale	Q504033	chirurgie maxillo-faciale
Q46545345	psychiatrie	Q7867	psychiatrie
Q28741649	psychiatrie	Q7867	psychiatrie
Q28823477	psychiatrie	Q7867	psychiatrie
Q28914244	psychiatrie	Q7867	psychiatrie
Q28923579	psychiatrie	Q7867	psychiatrie
Q38076020	psychiatrie	Q7867	psychiatrie
Q25531259	psychiatrie	Q7867	psychiatrie
Q26721126	psychiatrie	Q7867	psychiatrie
Q2105535	hépatologie	Q668064	hepatologie
Q2086442	angiologie	Q539690	angiologie
Q2360849	infectiologie	Q788926	infectiologie
Q2373700	infectiologie	Q788926	infectiologie
Q2076966	infectiologie	Q788926	infectiologie
Q2251669	infectiologie	Q788926	infectiologie
Q2270671	infectiologie	Q788926	infectiologie
Q2323502	infectiologie	Q788926	infectiologie
Q2025687	génétique médicale	Q1071953	genetique medicale
Q2056680	génétique médicale	Q1071953	genetique medicale
Q2291593	génétique médicale	Q1071953	genetique medicale
Q2295338	génétique médicale	Q1071953	genetique medicale
Q2388598	génétique médicale	Q1071953	genetique medicale
Q2546232	génétique médicale	Q1071953	genetique medicale
Q2141001	médecine générale	Q3505712	medecine generale
Q2045954	médecine d'urgence	Q2861470	medecine d'urgence
Q2170663	médecine d'urgence	Q2861470	medecine d'urgence
Q28823477	psychologie	Q9418	psychologie
Q6947906	cardiologie	Q10379	cardiologie
Q7045267	cardiologie	Q10379	cardiologie
Q7240236	cardiologie	Q10379	cardiologie
Q2270671	helminthologie	Q1976068	helminthologie
Q2496447	obstétrique	Q5284418	obstetrique
Q2360849	helminthologiste	Q27497422	helminthologiste
Q21234558	cardiologie	Q10379	cardiologie
Q21235512	cardiologie	Q10379	cardiologie
Q26781137	cardiologie	Q10379	cardiologie
Q22907909	cardiologie	Q10379	cardiologie
Q28058359	cardiologie	Q10379	cardiologie
Q30015589	cardiologie	Q10379	cardiologie
Q30900016	cardiologie	Q10379	cardiologie
Q7161799	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q7200301	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q6881881	neurologie	Q83042	neurologie
Q6934690	neurologie	Q83042	neurologie
Q7002244	neurologie	Q83042	neurologie
Q7098081	neurologie	Q83042	neurologie
Q7108870	neurologie	Q83042	neurologie
Q7140388	neurologie	Q83042	neurologie
Q7170403	neurologie	Q83042	neurologie
Q7234232	neurologie	Q83042	neurologie
Q6029060	neurologie	Q83042	neurologie
Q6279182	neurologie	Q83042	neurologie
Q6426064	neurologie	Q83042	neurologie
Q30397754	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q42404192	neurologie	Q83042	neurologie
Q42404343	neurologie	Q83042	neurologie
Q24960548	neurologie	Q83042	neurologie
Q29982071	neurologie	Q83042	neurologie
Q40103033	neurologie	Q83042	neurologie
Q32038789	neurologie	Q83042	neurologie
Q32038818	neurologie	Q83042	neurologie
Q32136810	neurologie	Q83042	neurologie
Q32140749	neurologie	Q83042	neurologie
Q32143002	neurologie	Q83042	neurologie
Q32143192	neurologie	Q83042	neurologie
Q32143227	neurologie	Q83042	neurologie
Q41411120	neurologie	Q83042	neurologie
Q28065599	neurologie	Q83042	neurologie
Q28065597	neurologie	Q83042	neurologie
Q28735834	neurologie	Q83042	neurologie
Q42324521	neurologie	Q83042	neurologie
Q6058506	immunologie	Q101929	immunologie
Q6132707	immunologie	Q101929	immunologie
Q6993491	immunologie	Q101929	immunologie
Q7202249	hématologie	Q103824	hematologie
Q6132707	hématologie	Q103824	hematologie
Q7069348	gastro-entérologie	Q120569	gastro-enterologie
Q5913958	gastro-entérologie	Q120569	gastro-enterologie
Q6469283	gastro-entérologie	Q120569	gastro-enterologie
Q6993502	pédiatrie	Q123028	pediatrie
Q7170410	pédiatrie	Q123028	pediatrie
Q7170418	ophtalmologie	Q161437	ophtalmologie
Q7234207	ophtalmologie	Q161437	ophtalmologie
Q22965441	urologie	Q105650	urologie
Q32147610	urologie	Q105650	urologie
Q25324086	gastro-entérologie	Q120569	gastro-enterologie
Q25324230	gastro-entérologie	Q120569	gastro-enterologie
Q26805194	gastro-entérologie	Q120569	gastro-enterologie
Q6743502	oncologie	Q162555	oncologie
Q6743514	oncologie	Q162555	oncologie
Q6784873	oncologie	Q162555	oncologie
Q6807316	oncologie	Q162555	oncologie
Q6931137	oncologie	Q162555	oncologie
Q6931143	oncologie	Q162555	oncologie
Q7002720	oncologie	Q162555	oncologie
Q7004538	oncologie	Q162555	oncologie
Q7005037	oncologie	Q162555	oncologie
Q7077950	oncologie	Q162555	oncologie
Q7130412	oncologie	Q162555	oncologie
Q7161811	oncologie	Q162555	oncologie
Q7193412	oncologie	Q162555	oncologie
Q7193794	oncologie	Q162555	oncologie
Q7200301	oncologie	Q162555	oncologie
Q7204591	oncologie	Q162555	oncologie
Q7228858	oncologie	Q162555	oncologie
Q5922406	oncologie	Q162555	oncologie
Q5973974	oncologie	Q162555	oncologie
Q6029048	oncologie	Q162555	oncologie
Q6058506	oncologie	Q162555	oncologie
Q6488977	oncologie	Q162555	oncologie
Q6523346	oncologie	Q162555	oncologie
Q42293706	ophtalmologie	Q161437	ophtalmologie
Q47200750	ophtalmologie	Q161437	ophtalmologie
Q29982071	ophtalmologie	Q161437	ophtalmologie
Q25324230	oncologie	Q162555	oncologie
Q28136285	oncologie	Q162555	oncologie
Q23929670	oncologie	Q162555	oncologie
Q29982071	endocrinologie	Q162606	endocrinologie
Q30989792	dermatologie	Q171171	dermatologie
Q23929670	dermatologie	Q171171	dermatologie
Q23808336	pneumologie	Q203337	pneumologie
Q47108021	rhumatologie	Q327657	rhumatologie
Q40103033	rhumatologie	Q327657	rhumatologie
Q32146709	rhumatologie	Q327657	rhumatologie
Q47108021	chirurgie maxillo-faciale	Q504033	chirurgie maxillo-faciale
Q28454436	chirurgie maxillo-faciale	Q504033	chirurgie maxillo-faciale
Q31930719	médecine environnementale	Q512285	medecine environnementale
Q26695958	infectiologie	Q788926	infectiologie
Q28501458	infectiologie	Q788926	infectiologie
Q6822340	endocrinologie	Q162606	endocrinologie
Q7197254	endocrinologie	Q162606	endocrinologie
Q5898279	endocrinologie	Q162606	endocrinologie
Q5959167	endocrinologie	Q162606	endocrinologie
Q5959600	endocrinologie	Q162606	endocrinologie
Q29033216	génétique médicale	Q1071953	genetique medicale
Q25326623	génétique médicale	Q1071953	genetique medicale
Q25344755	génétique médicale	Q1071953	genetique medicale
Q29982071	génétique médicale	Q1071953	genetique medicale
Q30989316	génétique médicale	Q1071953	genetique medicale
Q22672486	génétique médicale	Q1071953	genetique medicale
Q40649915	génétique médicale	Q1071953	genetique medicale
Q32136402	génétique médicale	Q1071953	genetique medicale
Q32136526	génétique médicale	Q1071953	genetique medicale
Q32140475	génétique médicale	Q1071953	genetique medicale
Q32145361	génétique médicale	Q1071953	genetique medicale
Q32146666	génétique médicale	Q1071953	genetique medicale
Q41411120	génétique médicale	Q1071953	genetique medicale
Q28024727	génétique médicale	Q1071953	genetique medicale
Q28024731	génétique médicale	Q1071953	genetique medicale
Q28024733	génétique médicale	Q1071953	genetique medicale
Q28024739	génétique médicale	Q1071953	genetique medicale
Q28024749	génétique médicale	Q1071953	genetique medicale
Q28024762	génétique médicale	Q1071953	genetique medicale
Q28024760	génétique médicale	Q1071953	genetique medicale
Q28065588	génétique médicale	Q1071953	genetique medicale
Q28065644	génétique médicale	Q1071953	genetique medicale
Q6543199	dermatologie	Q171171	dermatologie
Q6543217	dermatologie	Q171171	dermatologie
Q6664633	dermatologie	Q171171	dermatologie
Q6811539	dermatologie	Q171171	dermatologie
Q6993491	dermatologie	Q171171	dermatologie
Q7003148	dermatologie	Q171171	dermatologie
Q7168462	dermatologie	Q171171	dermatologie
Q7193411	dermatologie	Q171171	dermatologie
Q7193408	dermatologie	Q171171	dermatologie
Q5922406	dermatologie	Q171171	dermatologie
Q5954614	dermatologie	Q171171	dermatologie
Q5988903	dermatologie	Q171171	dermatologie
Q5998500	dermatologie	Q171171	dermatologie
Q6029067	dermatologie	Q171171	dermatologie
Q6060418	dermatologie	Q171171	dermatologie
Q6523346	dermatologie	Q171171	dermatologie
Q28405104	obstétrique	Q5284418	obstetrique
Q28439873	obstétrique	Q5284418	obstetrique
Q31895802	médecine militaire	Q1480945	medecine militaire
Q28058359	parasitologie médicale	Q10344696	parasitologie medicale
Q7135955	pneumologie	Q203337	pneumologie
Q6822340	rhumatologie	Q327657	rhumatologie
Q7077950	rhumatologie	Q327657	rhumatologie
Q7202556	rhumatologie	Q327657	rhumatologie
Q7243138	rhumatologie	Q327657	rhumatologie
Q6057394	rhumatologie	Q327657	rhumatologie
Q7077950	chirurgie maxillo-faciale	Q504033	chirurgie maxillo-faciale
Q6058506	angiologie	Q539690	angiologie
Q6896359	infectiologie	Q788926	infectiologie
Q6972442	infectiologie	Q788926	infectiologie
Q7135955	infectiologie	Q788926	infectiologie
Q5898175	infectiologie	Q788926	infectiologie
Q6065599	infectiologie	Q788926	infectiologie
Q6549091	génétique médicale	Q1071953	genetique medicale
Q7098730	génétique médicale	Q1071953	genetique medicale
Q7098797	génétique médicale	Q1071953	genetique medicale
Q7138441	génétique médicale	Q1071953	genetique medicale
Q7165022	génétique médicale	Q1071953	genetique medicale
Q7170405	génétique médicale	Q1071953	genetique medicale
Q7197254	génétique médicale	Q1071953	genetique medicale
Q5921848	génétique médicale	Q1071953	genetique medicale
Q5955105	génétique médicale	Q1071953	genetique medicale
Q5959625	génétique médicale	Q1071953	genetique medicale
Q5986440	génétique médicale	Q1071953	genetique medicale
Q5986448	génétique médicale	Q1071953	genetique medicale
Q6029067	génétique médicale	Q1071953	genetique medicale
Q6279182	épileptologie	Q23688644	epileptologie
Q6972442	helminthologiste	Q27497422	helminthologiste
Q2569523	psychiatrie	Q7867	psychiatrie
Q2581333	psychiatrie	Q7867	psychiatrie
Q2855814	psychiatrie	Q7867	psychiatrie
Q2933021	psychiatrie	Q7867	psychiatrie
Q3043345	psychiatrie	Q7867	psychiatrie
Q3208285	psychiatrie	Q7867	psychiatrie
Q3208830	psychiatrie	Q7867	psychiatrie
Q3288122	psychiatrie	Q7867	psychiatrie
Q3297888	psychiatrie	Q7867	psychiatrie
Q2583597	cardiologie	Q10379	cardiologie
Q2823517	cardiologie	Q10379	cardiologie
Q2857923	cardiologie	Q10379	cardiologie
Q2857924	cardiologie	Q10379	cardiologie
Q2891261	cardiologie	Q10379	cardiologie
Q3296793	cardiologie	Q10379	cardiologie
Q3304152	cardiologie	Q10379	cardiologie
Q2581333	neurologie	Q83042	neurologie
Q2681162	neurologie	Q83042	neurologie
Q2697371	neurologie	Q83042	neurologie
Q2730080	neurologie	Q83042	neurologie
Q2869820	neurologie	Q83042	neurologie
Q2991265	neurologie	Q83042	neurologie
Q3045238	neurologie	Q83042	neurologie
Q3144201	neurologie	Q83042	neurologie
Q3281293	neurologie	Q83042	neurologie
Q2841213	hématologie	Q103824	hematologie
Q2891261	hématologie	Q103824	hematologie
Q3136516	hématologie	Q103824	hematologie
Q3276506	hématologie	Q103824	hematologie
Q3281380	hématologie	Q103824	hematologie
Q2632078	gastro-entérologie	Q120569	gastro-enterologie
Q3009535	gastro-entérologie	Q120569	gastro-enterologie
Q3128789	gastro-entérologie	Q120569	gastro-enterologie
Q3134276	gastro-entérologie	Q120569	gastro-enterologie
Q3144117	gastro-entérologie	Q120569	gastro-enterologie
Q3281403	gastro-entérologie	Q120569	gastro-enterologie
Q3241451	pédiatrie	Q123028	pediatrie
Q2681162	ophtalmologie	Q161437	ophtalmologie
Q3145111	ophtalmologie	Q161437	ophtalmologie
Q2774221	oncologie	Q162555	oncologie
Q2791374	endocrinologie	Q162606	endocrinologie
Q2915477	endocrinologie	Q162606	endocrinologie
Q2977746	endocrinologie	Q162606	endocrinologie
Q3100515	endocrinologie	Q162606	endocrinologie
Q3130277	endocrinologie	Q162606	endocrinologie
Q3234995	endocrinologie	Q162606	endocrinologie
Q3241451	endocrinologie	Q162606	endocrinologie
Q3281285	endocrinologie	Q162606	endocrinologie
Q2640586	médecine vétérinaire	Q170201	medecine veterinaire
Q2640586	dermatologie	Q171171	dermatologie
Q2697787	dermatologie	Q171171	dermatologie
Q2937283	dermatologie	Q171171	dermatologie
Q2966706	dermatologie	Q171171	dermatologie
Q2986815	dermatologie	Q171171	dermatologie
Q3023846	dermatologie	Q171171	dermatologie
Q3281296	dermatologie	Q171171	dermatologie
Q2892779	néphrologie	Q177635	nephrologie
Q3296793	néphrologie	Q177635	nephrologie
Q2622199	pneumologie	Q203337	pneumologie
Q2633267	pneumologie	Q203337	pneumologie
Q3042166	pneumologie	Q203337	pneumologie
Q2923350	rhumatologie	Q327657	rhumatologie
Q2946952	rhumatologie	Q327657	rhumatologie
Q3005579	rhumatologie	Q327657	rhumatologie
Q2569523	chirurgie cardiaque	Q235007	chirurgie cardiaque
Q3155162	périnatalogie	Q582071	perinatalogie
Q2558586	infectiologie	Q788926	infectiologie
Q2640586	infectiologie	Q788926	infectiologie
Q2853082	infectiologie	Q788926	infectiologie
Q2886899	infectiologie	Q788926	infectiologie
Q3030745	infectiologie	Q788926	infectiologie
Q3046374	infectiologie	Q788926	infectiologie
Q3155162	néonatalogie	Q898674	neonatalogie
Q3099702	médecine du sport	Q840545	medecine du sport
Q2565692	génétique médicale	Q1071953	genetique medicale
Q2732398	génétique médicale	Q1071953	genetique medicale
Q2841213	génétique médicale	Q1071953	genetique medicale
Q2852239	génétique médicale	Q1071953	genetique medicale
Q2856379	génétique médicale	Q1071953	genetique medicale
Q2923350	génétique médicale	Q1071953	genetique medicale
Q2941671	génétique médicale	Q1071953	genetique medicale
Q2964437	génétique médicale	Q1071953	genetique medicale
Q3010837	génétique médicale	Q1071953	genetique medicale
Q3020720	génétique médicale	Q1071953	genetique medicale
Q3026420	génétique médicale	Q1071953	genetique medicale
Q3042143	génétique médicale	Q1071953	genetique medicale
Q3042140	génétique médicale	Q1071953	genetique medicale
Q3047124	génétique médicale	Q1071953	genetique medicale
Q3055156	génétique médicale	Q1071953	genetique medicale
Q3155580	génétique médicale	Q1071953	genetique medicale
Q3281910	génétique médicale	Q1071953	genetique medicale
Q2633143	gynécologie	Q1221899	gynecologie
Q2625993	médecine d'urgence	Q2861470	medecine d'urgence
Q2933021	médecine d'urgence	Q2861470	medecine d'urgence
Q3074499	médecine d'urgence	Q2861470	medecine d'urgence
Q3153686	médecine d'urgence	Q2861470	medecine d'urgence
Q3264425	médecine d'urgence	Q2861470	medecine d'urgence
Q3150711	obstétrique	Q5284418	obstetrique
Q3030745	helminthologie	Q1976068	helminthologie
Q3241451	bariatrie	Q1470093	bariatrie
Q20707611	neuropsychologie	Q3872	neuropsychologie
Q18557963	psychiatrie	Q7867	psychiatrie
Q18557988	psychiatrie	Q7867	psychiatrie
Q18966343	psychiatrie	Q7867	psychiatrie
Q19000444	psychiatrie	Q7867	psychiatrie
Q19000444	psychologie	Q9418	psychologie
Q18557032	cardiologie	Q10379	cardiologie
Q18975859	cardiologie	Q10379	cardiologie
Q21129548	cardiologie	Q10379	cardiologie
Q18557544	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q20707611	neurologie	Q83042	neurologie
Q21082498	neurologie	Q83042	neurologie
Q21110016	neurologie	Q83042	neurologie
Q18556899	neurologie	Q83042	neurologie
Q18557538	neurologie	Q83042	neurologie
Q18557816	neurologie	Q83042	neurologie
Q18557868	neurologie	Q83042	neurologie
Q18557949	neurologie	Q83042	neurologie
Q18558014	neurologie	Q83042	neurologie
Q18558118	neurologie	Q83042	neurologie
Q18558135	neurologie	Q83042	neurologie
Q18558140	neurologie	Q83042	neurologie
Q18558151	neurologie	Q83042	neurologie
Q18558184	neurologie	Q83042	neurologie
Q18558199	neurologie	Q83042	neurologie
Q18558196	neurologie	Q83042	neurologie
Q18558256	neurologie	Q83042	neurologie
Q18975859	neurologie	Q83042	neurologie
Q18557019	immunologie	Q101929	immunologie
Q18975456	immunologie	Q101929	immunologie
Q18558033	hématologie	Q103824	hematologie
Q18975456	hématologie	Q103824	hematologie
Q21109048	urologie	Q105650	urologie
Q18557544	urologie	Q105650	urologie
Q18558010	urologie	Q105650	urologie
Q18558107	urologie	Q105650	urologie
Q18558105	urologie	Q105650	urologie
Q19972185	urologie	Q105650	urologie
Q18557427	gastro-entérologie	Q120569	gastro-enterologie
Q18557999	gastro-entérologie	Q120569	gastro-enterologie
Q18558187	gastro-entérologie	Q120569	gastro-enterologie
Q18558197	gastro-entérologie	Q120569	gastro-enterologie
Q18966851	gastro-entérologie	Q120569	gastro-enterologie
Q18967499	gastro-entérologie	Q120569	gastro-enterologie
Q19772377	gastro-entérologie	Q120569	gastro-enterologie
Q18968218	pédiatrie	Q123028	pediatrie
Q21110016	ophtalmologie	Q161437	ophtalmologie
Q18976000	oncologie	Q162555	oncologie
Q19000862	oncologie	Q162555	oncologie
Q19001172	oncologie	Q162555	oncologie
Q18556562	oncologie	Q162555	oncologie
Q18556805	oncologie	Q162555	oncologie
Q18556818	oncologie	Q162555	oncologie
Q18556895	oncologie	Q162555	oncologie
Q18556994	oncologie	Q162555	oncologie
Q18557019	oncologie	Q162555	oncologie
Q18557030	oncologie	Q162555	oncologie
Q18557427	oncologie	Q162555	oncologie
Q18557544	oncologie	Q162555	oncologie
Q18557651	oncologie	Q162555	oncologie
Q18557816	oncologie	Q162555	oncologie
Q18557977	oncologie	Q162555	oncologie
Q18557990	oncologie	Q162555	oncologie
Q18558017	oncologie	Q162555	oncologie
Q18558030	oncologie	Q162555	oncologie
Q18558046	oncologie	Q162555	oncologie
Q18558044	oncologie	Q162555	oncologie
Q18558066	oncologie	Q162555	oncologie
Q18921119	oncologie	Q162555	oncologie
Q18967077	oncologie	Q162555	oncologie
Q18967342	oncologie	Q162555	oncologie
Q18975647	oncologie	Q162555	oncologie
Q18975915	oncologie	Q162555	oncologie
Q18557427	endocrinologie	Q162606	endocrinologie
Q18558086	endocrinologie	Q162606	endocrinologie
Q18556994	dermatologie	Q171171	dermatologie
Q18558167	otorhinolaryngologie	Q189553	otorhinolaryngologie
Q20387775	pneumologie	Q203337	pneumologie
Q20571563	rhumatologie	Q327657	rhumatologie
Q18604563	rhumatologie	Q327657	rhumatologie
Q18912826	orthopédie	Q216685	orthopedie
Q18558167	chirurgie maxillo-faciale	Q504033	chirurgie maxillo-faciale
Q18557019	angiologie	Q539690	angiologie
Q18558072	infectiologie	Q788926	infectiologie
Q18558100	infectiologie	Q788926	infectiologie
Q18558116	infectiologie	Q788926	infectiologie
Q18558279	infectiologie	Q788926	infectiologie
Q18924544	infectiologie	Q788926	infectiologie
Q18966766	infectiologie	Q788926	infectiologie
Q18967417	infectiologie	Q788926	infectiologie
Q18967534	infectiologie	Q788926	infectiologie
Q18975177	infectiologie	Q788926	infectiologie
Q19000482	infectiologie	Q788926	infectiologie
Q19597369	infectiologie	Q788926	infectiologie
Q21154060	génétique médicale	Q1071953	genetique medicale
Q21154076	génétique médicale	Q1071953	genetique medicale
Q18558086	génétique médicale	Q1071953	genetique medicale
Q18924544	médecine tropicale	Q1365243	medecine tropicale
Q18557963	narcologie	Q4313186	narcologie
Q19275831	médecine d'urgence	Q2861470	medecine d'urgence
Q9334248	psychiatrie	Q7867	psychiatrie
Q9385429	psychiatrie	Q7867	psychiatrie
Q10267833	psychiatrie	Q7867	psychiatrie
Q10469820	psychiatrie	Q7867	psychiatrie
Q7255172	psychiatrie	Q7867	psychiatrie
Q7632070	psychiatrie	Q7867	psychiatrie
Q9358981	cardiologie	Q10379	cardiologie
Q9397786	cardiologie	Q10379	cardiologie
Q7632441	cardiologie	Q10379	cardiologie
Q7644763	cardiologie	Q10379	cardiologie
Q7943634	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q10529545	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q7248853	neurologie	Q83042	neurologie
Q7250686	neurologie	Q83042	neurologie
Q7484623	neurologie	Q83042	neurologie
Q7573994	neurologie	Q83042	neurologie
Q7604533	neurologie	Q83042	neurologie
Q7616509	neurologie	Q83042	neurologie
Q7830379	neurologie	Q83042	neurologie
Q8041560	neurologie	Q83042	neurologie
Q9303627	neurologie	Q83042	neurologie
Q9358981	neurologie	Q83042	neurologie
Q10526382	neurologie	Q83042	neurologie
Q7667896	immunologie	Q101929	immunologie
Q9358981	immunologie	Q101929	immunologie
Q7259585	gastro-entérologie	Q120569	gastro-enterologie
Q7263138	gastro-entérologie	Q120569	gastro-enterologie
Q7835825	gastro-entérologie	Q120569	gastro-enterologie
Q7841074	gastro-entérologie	Q120569	gastro-enterologie
Q9398222	gastro-entérologie	Q120569	gastro-enterologie
Q10294943	gastro-entérologie	Q120569	gastro-enterologie
Q10317603	gastro-entérologie	Q120569	gastro-enterologie
Q7630991	pédiatrie	Q123028	pediatrie
Q7758678	ophtalmologie	Q161437	ophtalmologie
Q8041552	ophtalmologie	Q161437	ophtalmologie
Q7442319	oncologie	Q162555	oncologie
Q7455060	oncologie	Q162555	oncologie
Q7581957	oncologie	Q162555	oncologie
Q7667896	oncologie	Q162555	oncologie
Q7840658	oncologie	Q162555	oncologie
Q7900855	oncologie	Q162555	oncologie
Q8263002	oncologie	Q162555	oncologie
Q9303622	oncologie	Q162555	oncologie
Q9303627	oncologie	Q162555	oncologie
Q9303625	oncologie	Q162555	oncologie
Q9380593	oncologie	Q162555	oncologie
Q7287539	endocrinologie	Q162606	endocrinologie
Q7423635	endocrinologie	Q162606	endocrinologie
Q7484623	endocrinologie	Q162606	endocrinologie
Q7706537	endocrinologie	Q162606	endocrinologie
Q7799748	endocrinologie	Q162606	endocrinologie
Q9256161	endocrinologie	Q162606	endocrinologie
Q10265470	endocrinologie	Q162606	endocrinologie
Q10295763	endocrinologie	Q162606	endocrinologie
Q10529545	endocrinologie	Q162606	endocrinologie
Q7253115	dermatologie	Q171171	dermatologie
Q7442319	dermatologie	Q171171	dermatologie
Q7623345	dermatologie	Q171171	dermatologie
Q7630706	dermatologie	Q171171	dermatologie
Q7840658	dermatologie	Q171171	dermatologie
Q7922590	dermatologie	Q171171	dermatologie
Q8038353	dermatologie	Q171171	dermatologie
Q10355322	dermatologie	Q171171	dermatologie
Q10267828	otorhinolaryngologie	Q189553	otorhinolaryngologie
Q7632070	psychologie clinique	Q199906	psychologie clinique
Q7259546	pneumologie	Q203337	pneumologie
Q7920253	pneumologie	Q203337	pneumologie
Q7577457	rhumatologie	Q327657	rhumatologie
Q7607891	rhumatologie	Q327657	rhumatologie
Q8038353	rhumatologie	Q327657	rhumatologie
Q9358981	rhumatologie	Q327657	rhumatologie
Q10265470	rhumatologie	Q327657	rhumatologie
Q7667896	angiologie	Q539690	angiologie
Q7356544	infectiologie	Q788926	infectiologie
Q7900355	infectiologie	Q788926	infectiologie
Q9148587	infectiologie	Q788926	infectiologie
Q9274700	infectiologie	Q788926	infectiologie
Q10282075	chirurgie maxillo-faciale	Q504033	chirurgie maxillo-faciale
Q10267833	médecine psychosomatique	Q473867	medecine psychosomatique
Q7249599	génétique médicale	Q1071953	genetique medicale
Q7433355	génétique médicale	Q1071953	genetique medicale
Q7458487	génétique médicale	Q1071953	genetique medicale
Q7484623	génétique médicale	Q1071953	genetique medicale
Q7616403	génétique médicale	Q1071953	genetique medicale
Q7616509	génétique médicale	Q1071953	genetique medicale
Q7688951	génétique médicale	Q1071953	genetique medicale
Q7839508	génétique médicale	Q1071953	genetique medicale
Q7900262	génétique médicale	Q1071953	genetique medicale
Q7939442	génétique médicale	Q1071953	genetique medicale
Q8041560	génétique médicale	Q1071953	genetique medicale
Q8041561	génétique médicale	Q1071953	genetique medicale
Q8072143	génétique médicale	Q1071953	genetique medicale
Q9161215	génétique médicale	Q1071953	genetique medicale
Q9390252	génétique médicale	Q1071953	genetique medicale
Q9390344	génétique médicale	Q1071953	genetique medicale
Q7263721	médecine d'urgence	Q2861470	medecine d'urgence
Q7834208	médecine d'urgence	Q2861470	medecine d'urgence
Q10302339	médecine d'urgence	Q2861470	medecine d'urgence
Q7632070	narcologie	Q4313186	narcologie
Q7900855	cancérologie génito-urinaire	Q16683088	cancerologie genito-urinaire
Q3435504	psychiatrie	Q7867	psychiatrie
Q3612627	psychiatrie	Q7867	psychiatrie
Q3743620	psychiatrie	Q7867	psychiatrie
Q3317156	cardiologie	Q10379	cardiologie
Q3348621	cardiologie	Q10379	cardiologie
Q3513620	cardiologie	Q10379	cardiologie
Q3617336	cardiologie	Q10379	cardiologie
Q3640986	cardiologie	Q10379	cardiologie
Q3725136	cardiologie	Q10379	cardiologie
Q3399863	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q3433884	gynécologie obstétrique	Q80015	gynecologie obstetrique
Q3338681	neurologie	Q83042	neurologie
Q3339235	neurologie	Q83042	neurologie
Q3363624	neurologie	Q83042	neurologie
